x real_part imag_part
-1.040260e-01 -2.161484e-03 -5.786012e-04
-9.977494e-02 -2.176473e-03 -5.892350e-04
-9.552388e-02 -2.191528e-03 -6.000185e-04
-9.127282e-02 -2.206648e-03 -6.109533e-04
-8.702176e-02 -2.221833e-03 -6.220409e-04
-8.277069e-02 -2.237083e-03 -6.332830e-04
-7.851963e-02 -2.252396e-03 -6.446813e-04
-7.426857e-02 -2.267773e-03 -6.562374e-04
-7.001750e-02 -2.283213e-03 -6.679530e-04
-6.576644e-02 -2.298716e-03 -6.798297e-04
-6.151538e-02 -2.314282e-03 -6.918693e-04
-5.726432e-02 -2.329909e-03 -7.040735e-04
-5.301325e-02 -2.345597e-03 -7.164439e-04
-4.876219e-02 -2.361346e-03 -7.289822e-04
-4.451113e-02 -2.377156e-03 -7.416904e-04
-4.026007e-02 -2.393025e-03 -7.545700e-04
-3.600900e-02 -2.408953e-03 -7.676228e-04
-3.175794e-02 -2.424940e-03 -7.808506e-04
-2.750688e-02 -2.440984e-03 -7.942552e-04
-2.325581e-02 -2.457086e-03 -8.078384e-04
-1.900475e-02 -2.473245e-03 -8.216020e-04
-1.475369e-02 -2.489459e-03 -8.355477e-04
-1.050263e-02 -2.505729e-03 -8.496775e-04
-6.251563e-03 -2.522054e-03 -8.639931e-04
-2.000500e-03 -2.538432e-03 -8.784964e-04
2.250563e-03 -2.554864e-03 -8.931893e-04
6.501625e-03 -2.571348e-03 -9.080736e-04
1.075269e-02 -2.587883e-03 -9.231512e-04
1.500375e-02 -2.604470e-03 -9.384240e-04
1.925481e-02 -2.621106e-03 -9.538938e-04
2.350588e-02 -2.637792e-03 -9.695627e-04
2.775694e-02 -2.654526e-03 -9.854325e-04
3.200800e-02 -2.671308e-03 -1.001505e-03
3.625906e-02 -2.688136e-03 -1.017783e-03
4.051013e-02 -2.705010e-03 -1.034267e-03
4.476119e-02 -2.721929e-03 -1.050960e-03
4.901225e-02 -2.738891e-03 -1.067863e-03
5.326332e-02 -2.755896e-03 -1.084980e-03
5.751438e-02 -2.772943e-03 -1.102310e-03
6.176544e-02 -2.790031e-03 -1.119858e-03
6.601650e-02 -2.807158e-03 -1.137624e-03
7.026757e-02 -2.824324e-03 -1.155611e-03
7.451863e-02 -2.841527e-03 -1.173821e-03
7.876969e-02 -2.858767e-03 -1.192255e-03
8.302076e-02 -2.876042e-03 -1.210916e-03
8.727182e-02 -2.893351e-03 -1.229806e-03
9.152288e-02 -2.910693e-03 -1.248927e-03
9.577394e-02 -2.928066e-03 -1.268281e-03
1.000250e-01 -2.945470e-03 -1.287870e-03
1.042761e-01 -2.962903e-03 -1.307697e-03
1.085271e-01 -2.980363e-03 -1.327762e-03
1.127782e-01 -2.997850e-03 -1.348069e-03
1.170293e-01 -3.015362e-03 -1.368619e-03
1.212803e-01 -3.032898e-03 -1.389415e-03
1.255314e-01 -3.050456e-03 -1.410459e-03
1.297824e-01 -3.068035e-03 -1.431753e-03
1.340335e-01 -3.085633e-03 -1.453298e-03
1.382846e-01 -3.103249e-03 -1.475098e-03
1.425356e-01 -3.120881e-03 -1.497155e-03
1.467867e-01 -3.138528e-03 -1.519470e-03
1.510378e-01 -3.156188e-03 -1.542045e-03
1.552888e-01 -3.173860e-03 -1.564883e-03
1.595399e-01 -3.191542e-03 -1.587987e-03
1.637909e-01 -3.209232e-03 -1.611358e-03
1.680420e-01 -3.226928e-03 -1.634998e-03
1.722931e-01 -3.244629e-03 -1.658910e-03
1.765441e-01 -3.262333e-03 -1.683096e-03
1.807952e-01 -3.280039e-03 -1.707558e-03
1.850463e-01 -3.297743e-03 -1.732298e-03
1.892973e-01 -3.315445e-03 -1.757319e-03
1.935484e-01 -3.333143e-03 -1.782623e-03
1.977994e-01 -3.350834e-03 -1.808211e-03
2.020505e-01 -3.368518e-03 -1.834087e-03
2.063016e-01 -3.386190e-03 -1.860253e-03
2.105526e-01 -3.403851e-03 -1.886710e-03
2.148037e-01 -3.421497e-03 -1.913462e-03
2.190548e-01 -3.439126e-03 -1.940509e-03
2.233058e-01 -3.456737e-03 -1.967856e-03
2.275569e-01 -3.474327e-03 -1.995503e-03
